set,model,val_r2_log,val_r2,val_rmse,val_mae,val_n,test_r2_log,test_r2,test_rmse,test_mae,test_n,secs
metar_now,gru,0.8096469193931616,0.8060690624264647,15.86427962887162,9.291690567876941,8726,0.7725077468913135,0.7841613742334964,12.476795928881646,8.276383479975946,22997,199.57593703269958
