set,model,val_r2_log,val_r2,val_rmse,val_mae,val_n,test_r2_log,test_r2,test_rmse,test_mae,test_n,secs
forecastable,gru,0.7242836625582592,0.5700255242568424,23.622080520465722,12.200664216035445,8726,0.6739492860383265,0.5753819129979691,17.49998727521203,10.878549963369334,22997,359.6587429046631
