t,start,end,cause,vn,ws,ue,rain,blh_max,blh_before,rh,hour,south_before,south_after
2018-03-08 04:00:00,65.9,24.9,weak north wind,3.1468054386107323,3.916153846153846,0.8458573227049798,0.0,685.0,227.85714285714286,53.84615384615385,4,93.75510204081631,77.28571428571429
2018-03-10 22:00:00,127.3,48.0,unclear,-3.1143914493018787,4.192307692307692,2.2861647101014326,0.0,1075.0,875.0,50.15384615384615,22,143.51020408163268,94.14285714285714
2018-03-15 02:00:00,212.8,50.4,north wind,8.038095709984614,8.176153846153845,1.28965798224368,1.5999999999999999,1260.0,417.85714285714283,55.84615384615385,2,133.0204081632653,95.0
2018-03-19 12:00:00,117.8,45.5,lid lifted (daytime mixing),1.0328720996830283,3.2776923076923072,1.9062406598673145,0.0,1810.0,22.142857142857142,44.46153846153846,12,138.48979591836735,68.71428571428571
2018-03-24 14:00:00,161.1,47.0,lid lifted (daytime mixing),-2.5305635657153234,3.8584615384615386,-2.1647322890972513,0.0,1860.0,37.857142857142854,26.46153846153846,14,123.9387755102041,61.142857142857146
2018-04-03 00:00:00,243.9,71.1,north wind,4.168504101909541,6.273846153846154,4.408640647881864,0.0,945.0,690.7142857142857,27.153846153846153,0,98.06122448979592,56.0
2018-04-06 02:00:00,69.9,17.9,north wind,4.338816393770245,9.562307692307694,-8.015387331603153,0.0,1965.0,598.5714285714286,39.30769230769231,2,60.51020408163265,17.142857142857142
2018-04-10 12:00:00,105.3,25.4,north wind,5.582114977852421,8.343846153846155,-5.830688512018223,0.0,2550.0,32.857142857142854,35.53846153846154,12,102.3673469387755,90.71428571428571
2018-04-14 10:00:00,65.8,9.1,north wind,7.441866833140941,8.968461538461538,-4.611155074588237,0.0,3375.0,330.0,36.69230769230769,10,31.326530612244902,21.0
2018-04-21 15:00:00,109.1,33.2,north wind,5.017956893938446,6.05076923076923,3.3064826341665947,21.8,860.0,155.0,86.53846153846153,15,72.38775510204081,44.285714285714285
2018-04-30 01:00:00,116.2,34.2,east wind (sea air),2.368233555350505,4.231538461538462,3.02660897419513,0.30000000000000004,425.0,699.2857142857143,47.92307692307692,1,59.95918367346938,75.0
2018-05-01 18:00:00,65.3,25.3,light rain,0.7508728678566914,3.0961538461538463,0.14903674612500623,0.9999999999999999,1615.0,876.4285714285714,54.92307692307692,18,66.77551020408163,37.285714285714285
2018-05-07 20:00:00,84.3,30.2,unclear,-4.4368203841424165,4.8161538461538465,1.0575630512318723,0.0,2045.0,1337.857142857143,25.76923076923077,20,53.67857142857143,39.285714285714285
2018-05-12 20:00:00,168.4,41.4,unclear,-1.5851053503768648,3.5484615384615386,0.4598336404759217,0.3,1975.0,1347.857142857143,61.23076923076923,20,114.83673469387756,34.57142857142857
2018-06-07 04:00:00,64.2,22.6,east wind (sea air),-0.35885535079948916,4.325384615384616,3.2848740422890517,0.0,1110.0,510.0,44.61538461538461,4,47.204081632653065,44.0
2018-06-13 13:00:00,91.2,17.7,light rain,0.9922009611402575,2.6384615384615384,1.925515284925254,1.2999999999999998,845.0,344.2857142857143,63.61538461538461,13,42.63265306122448,30.142857142857142
2018-06-17 07:00:00,95.7,30.4,light rain,-0.055743738909790376,1.756153846153846,1.1387725186405917,0.6000000000000001,1145.0,105.0,77.92307692307692,7,47.775510204081634,42.285714285714285
2018-06-19 15:00:00,63.6,18.6,lid lifted (daytime mixing),0.09891748873752745,3.575384615384616,2.297871261341647,0.0,3405.0,434.2857142857143,30.384615384615383,15,56.93877551020408,49.142857142857146
2018-06-26 16:00:00,169.3,65.4,lid lifted (daytime mixing),-4.267094395804438,4.81923076923077,-2.168723444238345,1.4,2035.0,396.42857142857144,45.30769230769231,16,60.61224489795918,63.142857142857146
2018-07-05 19:00:00,87.4,31.2,light rain,-0.2444150383943005,2.513076923076923,1.5790022507437003,1.5999999999999999,1770.0,945.0,61.92307692307692,19,49.755102040816325,55.0
2018-07-09 15:00:00,114.9,37.6,light rain,-1.6756054146231445,2.5269230769230764,1.5564321619732455,2.7,840.0,237.85714285714286,77.07692307692308,15,56.326530612244895,30.857142857142858
2018-07-16 09:00:00,64.6,14.4,rain,-2.4472591408526885,3.546923076923077,1.7437429759916692,13.6,445.0,307.14285714285717,88.38461538461539,9,40.55102040816327,29.285714285714285
2018-07-22 12:00:00,80.9,24.0,lid lifted (daytime mixing),-0.4088883654502379,1.576153846153846,0.7140584506000115,0.5,1230.0,101.42857142857143,73.3076923076923,12,55.95918367346938,42.142857142857146
2018-08-29 05:00:00,60.1,10.7,north wind,4.59180920264681,4.696923076923077,-0.4478700252651272,0.0,1100.0,204.28571428571428,67.76923076923077,5,,30.571428571428573
2018-09-01 15:00:00,74.4,26.0,lid lifted (daytime mixing),-3.905627056611823,3.9984615384615387,0.5445184984660855,0.2,1430.0,180.71428571428572,62.61538461538461,15,28.428571428571427,
2018-09-03 10:00:00,72.3,16.5,north wind,4.209496440883161,5.0346153846153845,-2.342628951845531,0.0,3035.0,39.285714285714285,61.30769230769231,10,59.28571428571429,13.857142857142858
2018-09-15 03:00:00,100.2,39.2,north wind,3.757207747252836,5.508461538461538,-1.8692975086782122,0.0,1105.0,697.8571428571429,67.84615384615384,3,58.71428571428571,48.857142857142854
2018-09-21 05:00:00,69.8,19.0,north wind,2.898982722151587,4.738461538461538,-1.643073840825448,0.0,2825.0,255.71428571428572,61.69230769230769,5,47.816326530612244,41.285714285714285
2018-09-28 16:00:00,79.6,29.1,lid lifted (daytime mixing),-0.297764026988581,5.908461538461538,-1.4475281396183444,0.0,2240.0,106.42857142857143,49.61538461538461,16,59.81632653061224,33.857142857142854
2018-10-06 02:00:00,96.3,28.1,north wind,6.581229544572889,6.8246153846153845,-1.090104379370681,0.0,995.0,488.57142857142856,55.23076923076923,2,68.34693877551021,55.714285714285715
2018-10-16 14:00:00,70.8,27.3,lid lifted (daytime mixing),0.5772330837787395,3.169230769230769,1.0821467087265133,0.0,1745.0,46.42857142857143,51.30769230769231,14,145.9591836734694,68.28571428571429
2018-10-22 18:00:00,188.9,56.1,weak north wind,1.5344417560373584,4.45,-3.7425974925846504,0.0,2835.0,240.0,31.153846153846153,18,107.22448979591836,31.142857142857142
2018-10-25 22:00:00,123.2,19.8,north wind,4.285107157503955,6.304615384615384,-4.498720938639906,0.1,1470.0,665.0,41.46153846153846,22,106.46938775510203,22.428571428571427
2018-11-04 10:00:00,193.2,77.1,north wind,3.828267607862865,4.118461538461538,1.2406389461504488,2.9,775.0,42.857142857142854,85.38461538461539,10,117.32653061224491,104.85714285714286
2018-11-09 10:00:00,84.6,32.2,north wind,4.602444675121192,6.118461538461539,-4.0093132736553985,0.0,1475.0,20.714285714285715,42.0,10,76.91836734693878,54.42857142857143
2018-11-15 09:00:00,167.6,52.5,north wind,5.616386270668514,5.644615384615384,-0.34929760804321547,0.0,1350.0,38.57142857142857,58.76923076923077,9,190.02040816326533,121.71428571428571
2018-11-18 11:00:00,63.4,20.7,lid lifted (daytime mixing),2.4957176096992675,4.315384615384615,-3.3441903955447034,0.0,2015.0,17.857142857142858,36.53846153846154,11,76.61224489795919,28.857142857142858
2018-11-20 12:00:00,76.9,27.3,lid lifted (daytime mixing),2.390183943155809,3.350769230769231,0.8112278455681297,0.0,1300.0,37.857142857142854,40.0,12,95.48979591836735,97.85714285714286
2018-11-27 03:00:00,301.8,94.6,north wind,4.257482968939781,4.883076923076924,-2.0685622222480498,0.0,100.0,51.42857142857143,49.69230769230769,3,308.08673469387753,238.71428571428572
2018-12-11 06:00:00,78.2,28.0,north wind,4.875974566386894,5.587692307692308,-2.325770762244745,0.0,1135.0,24.285714285714285,31.076923076923077,6,112.08163265306123,64.0
2018-12-13 05:00:00,61.4,11.8,north wind,5.015707995375654,5.63846153846154,-2.552506859159768,0.0,1090.0,82.14285714285714,29.846153846153847,5,119.57142857142858,78.85714285714286
2018-12-16 15:00:00,114.7,40.2,lid lifted (daytime mixing),0.8726134627953142,4.430000000000001,-4.13813063297709,0.0,1645.0,31.428571428571427,29.46153846153846,15,225.08163265306123,164.42857142857142
2018-12-25 10:00:00,73.3,27.7,north wind,5.01184183420779,5.285384615384616,-1.4869769028968658,0.0,1340.0,25.0,29.23076923076923,10,,
2019-01-04 03:00:00,146.4,58.4,north wind,4.184015098593246,4.249230769230769,-0.15545290163544329,0.0,275.0,139.28571428571428,49.69230769230769,3,202.40816326530611,171.0
2019-01-07 11:00:00,82.2,30.9,weak north wind,3.3486771751299687,3.459230769230769,-0.7133873467197396,0.0,1135.0,24.285714285714285,36.53846153846154,11,148.22448979591834,110.71428571428571
2019-01-13 08:00:00,335.1,121.5,weak north wind,3.5705073855717995,3.6615384615384605,-0.6453730122837247,0.0,915.0,21.428571428571427,48.53846153846154,8,237.79591836734699,278.0
2019-01-14 20:00:00,176.2,61.4,north wind,4.7882532807081875,7.8815384615384625,-3.8868262059341734,0.0,1450.0,253.57142857142858,32.15384615384615,20,287.42857142857144,145.42857142857142
2019-01-19 01:00:00,83.9,26.6,north wind,4.954953185842021,5.564615384615386,1.127765539460014,0.0,250.0,221.42857142857142,25.846153846153847,1,128.55102040816325,121.85714285714286
2019-01-25 02:00:00,68.3,21.0,north wind,6.067952422142034,6.21076923076923,1.0722752910405857,0.0,425.0,265.0,42.69230769230769,2,108.61224489795917,66.28571428571429
2019-01-27 19:00:00,79.3,21.7,north wind,3.002528702117677,5.4253846153846155,-3.9257802434313924,0.0,1625.0,280.0,15.692307692307692,19,97.08163265306122,126.85714285714286
2019-01-30 05:00:00,132.3,45.4,north wind,6.1222208820280475,6.166153846153846,0.028521643905968393,0.0,1170.0,31.428571428571427,29.76923076923077,5,180.55102040816328,171.71428571428572
2019-02-03 05:00:00,151.7,48.8,north wind,4.4962273770602,5.473076923076922,-2.9875890475815465,0.0,1190.0,30.0,46.38461538461539,5,152.30612244897958,152.28571428571428
2019-02-06 22:00:00,64.6,11.6,north wind,4.214850887782439,5.3123076923076935,-0.9115909885113853,0.0,1415.0,900.7142857142857,35.07692307692308,22,77.79591836734694,43.714285714285715
2019-02-11 14:00:00,61.0,16.7,lid lifted (daytime mixing),2.084689474083573,3.1699999999999995,0.7847235171490723,0.0,1880.0,35.0,31.615384615384617,14,103.73469387755104,135.0
2019-02-20 01:00:00,166.5,53.8,north wind,2.741605436525233,4.430000000000001,-1.8891524163150235,0.0,95.0,1235.7142857142858,51.76923076923077,1,178.3877551020408,223.28571428571428
2019-02-21 07:00:00,150.9,56.6,unclear,0.507950486919862,1.476153846153846,-0.07394303849103126,0.0,710.0,15.0,52.07692307692308,7,219.73469387755102,215.0
2019-02-24 11:00:00,171.6,55.9,lid lifted (daytime mixing),2.3161848530302374,3.0653846153846156,1.4409956478465609,0.0,1260.0,20.714285714285715,39.46153846153846,11,182.32653061224488,148.85714285714286
2019-03-04 13:00:00,165.0,42.9,lid lifted (daytime mixing),-0.37689637789719627,2.638461538461539,0.5035536036402808,0.0,1385.0,20.714285714285715,37.84615384615385,13,112.36734693877551,134.14285714285714
2019-03-11 10:00:00,66.5,25.9,north wind,2.7092176931547938,6.238461538461538,-5.519629974241668,0.0,3830.0,35.0,48.61538461538461,10,80.36734693877551,10.5
2019-03-20 21:00:00,86.8,27.9,north wind,4.900603829622953,6.579999999999999,-3.495761684751781,2.9,1700.0,1111.4285714285713,57.07692307692308,21,73.38775510204083,32.285714285714285
2019-03-27 12:00:00,87.4,34.2,lid lifted (daytime mixing),-0.12764269238210135,2.8723076923076922,1.3968142127585355,0.0,3310.0,34.285714285714285,28.0,12,82.34693877551021,61.42857142857143
2019-04-04 19:00:00,112.5,39.1,north wind,3.568260182564996,7.368461538461539,-3.1343668769553075,0.0,4705.0,514.2857142857143,14.384615384615385,19,102.53061224489797,85.85714285714286
2019-04-13 18:00:00,123.8,38.9,north wind,4.441863320510408,6.006923076923077,-3.8109176755588234,0.0,3680.0,449.2857142857143,17.692307692307693,18,96.9591836734694,37.142857142857146
2019-04-18 06:00:00,106.1,42.4,north wind,7.132186326449174,7.798461538461538,2.7780339906686393,0.0,1765.0,139.28571428571428,23.153846153846153,6,42.122448979591844,48.714285714285715
2019-04-23 17:00:00,132.6,51.5,"strong wind, other direction",-5.115586936762005,5.335384615384616,0.888865453356584,0.0,1715.0,556.4285714285714,48.84615384615385,17,80.22448979591836,67.0
2019-04-27 16:00:00,62.0,19.9,rain,-4.479070278107506,4.9484615384615385,-1.6575842124374636,6.2,1360.0,243.57142857142858,77.61538461538461,16,53.48979591836734,34.714285714285715
2019-04-30 05:00:00,144.9,53.8,north wind,4.8367174023055375,7.058461538461538,-4.455414417408526,0.0,2315.0,241.42857142857142,48.53846153846154,5,88.75510204081634,33.142857142857146
2019-05-12 22:00:00,121.7,44.5,weak north wind,2.493012688818646,5.746923076923077,-4.921885767220729,0.0,2345.0,1099.2857142857142,26.692307692307693,22,62.36734693877552,29.428571428571427
2019-05-17 22:00:00,83.8,26.2,"strong wind, other direction",-2.4498237330721278,5.11923076923077,4.224824079049691,1.5,1580.0,1667.857142857143,65.6923076923077,22,57.06122448979591,34.42857142857143
