,0
pm25_lag1,968091.0251987297
pm25_lag3,37324.62251185626
pm25_lag6,3802.987760433927
pm25_m24_lag1,3741.687686420977
cloud_reported,2163.0787544697523
e_v_north100,1345.5230678021908
e_v_north100_m12,1272.7220087032765
v_north_m3,1202.139183493331
e_v_north,827.5013861879706
level365,688.3071476947516
e_boundary_layer_height,580.0914640426636
e_v_north_m6,555.2352202273905
v_north,468.5291129928082
hour,436.8989458978176
wspd_m3,371.06495118513703
e_wind_gusts_10m,327.1427114568651
pm25_lag12,265.71392200514674
rh_m6,257.00532967969775
hour_sin,244.64774220995605
e_shortwave_radiation,232.32012584619224
e_boundary_layer_height_m6,216.29874571971595
v_north_m12,205.6165818758309
doy_cos,185.99314439296722
pres_d3,176.94731478579342
hour_cos,175.10455730184913
rh_m24,173.69400331005454
hrs_since_strong_n,170.6234012749046
e_v_north_m12,162.02438548766077
u_east,161.4746245276183
doy_sin,160.25700846500695
wspd_m6,158.48371031321585
e_wind_speed_100m,151.08741162531078
v_north_m6,143.33488485962152
temp_m24,142.79096988588572
wspd_m24,141.3991342522204
e_wind_speed_10m,133.16678010858595
e_boundary_layer_height_m24,127.82890986092389
rain_s6,124.5739260558039
e_v_north_m24,122.79319785162807
e_soil_temperature_0_to_7cm,118.7210891097784
rh,117.68102584779263
pres_d24,114.84873721376061
wspd_m12,110.16734171286225
e_wind_speed_10m_m12,109.6734434273094
wspd_m48,107.11782169342041
e_u_east100,101.2453580070287
pm25_lag24,98.17479453794658
e_soil_moisture_0_to_7cm,97.21215991303325
e_v_north100_m24,93.43544314801693
e_dew_point_2m,91.19899130612612
e_u_east,89.18949366174638
u_east_m6,88.75160254910588
wspd,87.50117575377226
doy,87.29188115522265
e_wind_speed_100m_m12,86.37495289184153
e_vapour_pressure_deficit,85.93501437455416
e_v_north_m48,85.04920450598001
e_relative_humidity_2m,82.69978513941169
u_east_m24,81.605976190418
dewpt_dep,80.46579776331782
e_temperature_2m,80.09819608554244
dewpt,74.89687855914235
e_et0_fao_evapotranspiration,73.00141512230039
v_north_m24,72.69256908260286
precip_int_s3,67.92616526596248
temp_d24,64.96479015238583
e_precipitation_s48,64.08116651140153
v_north_m48,63.57322078384459
cloud,62.994311759248376
e_pressure_msl,61.14234999194741
e_wind_speed_10m_m24,60.795354751870036
rain,58.108179084956646
e_wind_speed_100m_m24,54.56735404767096
e_wind_speed_10m_m48,51.60544788464904
e_precipitation_s24,48.85855617746711
temp,42.05443012714386
e_cloud_cover,41.607333017513156
e_precipitation_s72,40.43379217199981
e_surface_pressure,33.55899612233043
e_precipitation_s12,29.445076305419207
e_precipitation_s6,26.584249103441834
strong_n_hours48,22.780268045142293
strong_n_hours24,21.0882319342345
rain_s24,20.54916710406542
e_precipitation_s3,20.172234857454896
dust_s6,19.370203096419573
dow,19.0693429838866
cny_night,16.05250244960189
pres,15.903677748516202
dust,14.652006708085537
dow_cos,13.779589861631393
month,11.865017797797918
e_cloud_cover_low,11.048114202916622
dow_sin,10.993116311728954
precip_int_s48,10.467794781550765
dust_s24,9.283938508480787
gust,8.986780721694231
precip_int,6.351108625531197
precip_int_s24,5.471588406711817
e_precipitation,4.693378699943423
precip_int_s12,4.43796268850565
e_rain,3.9513900950551033
precip_int_s6,3.4821971263736486
cny_window,2.841978697106242
snow_s24,0.7533140033483505
snow,0.0
weekend,0.0
snow_s6,0.0
e_snowfall,0.0
